토화토,土火土,(길),노력하는 사람으로 친절하며 대인 관계가 원만하다. 따라서 하고자 하는 바를 크게 성공할 수 있다. 기초 운도 튼튼하다. 부귀영화(富貴榮華)를 얻게 된다. 가정 운도 매우 길(吉)하다. 배우자운도 좋으니 착실한 배우자를 만나게 된다. 자녀가 창성(昌盛)하여 남부러운 것이 없게 된다. 건강도 좋으니 장수하게 된다. 정치나 경제 교육 계통으로 진출하면 크게 성공하게 된다.
토화금,土火金,(흉),성실하고 노력하는 사람이지만 성격이 급한 면이 있다. 일시적인 성공으로 겉으로는 길(吉)한 것처럼 보이지만 내면에는 불안하다. 인내심이 부족하여 실패하는 일이 자주 있다. 생활이 안정치 못하고 변화가 많다. 가정 운도 좋지 못하다. 부모와 형제의 덕이 부족하고 부부 사이 또한 원만하지 못하다. 마음이 편하지 못하고 심적 갈등이 심하다. 건강 운도 길하지 못하니 정신 과로 호흡기 질환에 유의 해야 한다.
토화수,土火水,(흉),신경이 예민하고 고집이 강한 성격이다. 처음에는 일시적인 성공이 있을지 모르지만 재난(災難)과 금전적인 갈등으로 성공을 유지하지 못한다. 일생 동안 급변(急變) 손재 급화가 계속되어 파란만장(波瀾萬丈)한 삶을 살게 된다. 가정적으로 불화가 심하고 부부 사이에 이별수가 있다. 정신적 육체적 고통이 심하다. 심장 마비 간염 신장 계통의 질병에 유의 해야 한다. 돌발 사고의 위험이 있으니 항시 주의 해야 한다.
토토목,土土木,(흉),정직하지만 융통성이 없고 잘난 척하는 점이 있다. 잠시 성공의 길을 갈 수 있지만 주변 환경에 변화가 심하고 안정치 못하며 성공 운이 순조롭지 못하다. 집과 직업에 변화가 심하다. 금전 운도 좋지 않아 경제적으로도 안정되지 못한다. 인덕(人德)도 없다. 가정에서는 친척과 불화가 많고 부부 사이에 충돌이 많으니 행복한 가정을 이룰 수 없다. 결혼을 늦게 하는 것이 좋다. 만년에 조금 성공하는 경우도 있겠으나 불안정하다. 건강상으로도 위장병 신경계 질환 간 계통의 질환에 유의해야 한다. 특히 교통 사고를 조심해야 한다.
토토화,土土火,(길),성격이 온유하며 정직한 성격이다. 머리가 뛰어 나고 노력하는 사람으로 어떤 일이든 잘 해내는 능력이 있다. 성공 운이 순조롭다. 크게 성공하여 부귀영화(富貴榮華)를 누리게 되는 운이다. 가정 운도 매우 길(吉)하다. 부부 사이에 정이 많고 영화(榮華)가 자손에게까지 이어지게 되니 대복(大福)을 누리게 되는 운이다. 건강도 나쁘지 않으니 신경성 질환에만 주의하면 장수를 누리게 된다.
토토토,土土土,(흉)/종격 길.,고지식한 면이 있지만 남다른 재능을 갖고 있다. 따라서 성공 운이 순조롭고 자연히 행복을 누리게 된다. 대인 관계도 원만하다. 가정 운도 매우 좋다. 부부 사이에 금슬이 좋고 화목한 가정 생활을 누리게 된다. 건강도 좋아 장수를 누리게 된다. 그러나 성명 각격(各格)중 수리 구성이 좋지 못하면 길(吉)하지 못하다. 모든 운세가 불길하여 의외의 재난과 고난으로 심리적 고통이 매우 크게 된다.
토토금,土土金,(길),성격이 정직하고 의지가 굳어 성공 운이 순조롭다. 대인 관계 원만하고 외교 수완이 좋으니 사회적으로도 두각을 나타내며 출세하게 된다. 가정 운도 매우 좋다. 부모와 형제간에 행복하고 부부 사이도 화목하다. 자손도 영귀(榮貴)하게 된다. 건강도 좋아 장수하게 되는 운이다. 단 이성을 조심해야 한다. 이성으로 인해 화를 입을 수 있으니 염두 해야 한다. 이점만 조심하면 운수대통(運輸大通)하는 운이다.
토토수,土土水,(흉),인정이 있지만 고집이 강한 면이 있다. 인덕(人德)이 부족하고 기초 운이 불안정하다. 일시적인 성공이 있더라도 하루 아침에 몰락하게 되는 운이다. 금전적으로도 안정치 못하고 하는 일마다 실패가 따릅니다. 급변 급화로 어려움이 많을 운이다. 가정 운도 매우 좋지 않다. 부모 형제의 덕이 없고 부부 사이에도 불화가 많이 있다. 안팎으로 수심이 가득하다. 자손 역시 불효(不孝)하게 된다. 건강도 좋을 리 없다. 심장병 위장병의 위험이 있고 급사의 위험도 있다. 특히 운전자는 교통 사고에 주의 해야 한다.
토금목,土金木,(흉),온유한 성품을 갖고 있지만 신경이 예민하고 의심이 많다. 윗사람의 도움으로 일시적인 성공은 있겠으나 기초 운이 불안하여 성공을 유지 할 수 없다. 겉으로는 안정해 보이지만 내적으로 갈등이 많다. 가정 운도 좋지 않다. 부부의 정이 없고 이별수가 있다. 처자와의 인연도 없다. 건강도 길(吉)하지 못하니 폐질환 신경성 질환으로 고생하게 된다.
토금화,土金火,(흉),하는 일이 순조롭지 못하다. 일시적인 성공이 있다 하더라도 주위의 환경이 불안정하여 곤란을 겪게 된다. 집과 직업에 변화가 빈번하다. 가정 운도 좋지 못하다. 부부 사이 갈등과 이별수가 있고 자손이 불효 하는 등 어려움이 많다. 건강도 길하지 않다. 폐질환 뇌 질환 신경성 질환으로 고생하게 된다. 성명 각격(各格)중 수리 구성이 불길하면 급변 급사의 운이 강하다.
토금토,土金土,(길),온유한 성품에 대인 관계가 원만하다. 위 아래 사람에게 존경을 받게 된다. 부모와 윗사람에게 도움을 받으니 기초 운이 튼튼하여 성공 운이 순조롭다. 노력한 만큼의 성과가 크게 나타난다. 가정 운도 길(吉)하다. 배우자운이 좋아 백년해로(百年偕老)하게 되고 안팎으로 부귀영화(富貴榮華)를 누리게 된다. 명예 지위를 크게 얻게 되고 평안한 생활이 자손에게까지 이어지게 된다. 심신이 안정되니 건강도 좋아 장수하게 된다.
토금금,土金金,(길),의지가 굳고 자부심이 강한 성격이다. 운이 비교적 순조롭다. 뜻한 바를 성공 발전하게 된다. 여러 사람과 친화력이 부족하여 인간관계가 원만하면 크게 성공하게 된다. 가정적으로도 행복한 운이다. 부부 사이 정이 많고 백년해로(百年偕老)하게 된다. 자손 운도 좋으니 평안한 생활을 누립니다. 건강도 나쁘지 않으니 신경통만 주의 하면 장수한다. 그러나 성명 각격(各格) 수리가 나쁘면 건강이 나쁘고 뜻밖의 조난(遭難)을 당하게 된다.
토금수,土金水,(길),자부심이 강하고 매사 자신감에 차 있어 추진력이 뛰어 납니다. 윗사람의 도움으로 순조롭게 성공 발전한다. 특히 사회적으로 크게 출세 한다. 정치나 법률에 종사하면 크게 성공할 수 있다. 그러나 뜻밖의 재난으로 실패하게 되는 운이 있다. 항상 유의 해야 한다. 성명 각격(各格)중 수리가 흉(凶)하면 가족과 생리사별(生離死別)할 수가 된다.
토수목,土水木,(흉),온후하고 침착한 성격이지만 소극적이고 생활력이 부족하다. 불의의 재화로 모든 일이 성사되기 어렵다. 인덕(人德)이 없고 사기 당하는 수가 있으니 유의 해야 한다. 가정 운도 좋지 못하다. 부부 사이 원만치 못하고 불화가 심하며 홀로 고독하고 외로운 생활을 하게 된다. 건강 또한 흉(凶)하다. 위장병 폐질환 호흡기 질환 등 난치병으로 고생하거나 단명하기 쉬운 운이다.
토수화,土水火,(흉),신경이 예민하고 신경질적인 면이 있다. 재능이 뛰어 나지만 뜻밖의 재난으로 성공하기 어렵다. 금전 운 또한 좋지 못하여 재산상 손실이 있다. 부모의 덕도 없고 가정 운도 좋지 않다. 부부 운이 불길하고 가정에 불화가 있으니 심적으로 안정을 찾기 어렵다. 당연히 건강도 길하지 못하니 심장병 위장병 신경 쇠약으로 고생하거나 급변 급난으로 단명하기 쉬운 운이다.
토수토,土水土,(흉),재능이 있고 겉으로는 양호하다. 그러나 내적으로 실속이 없고 환경이 불안정하다. 직업 주거의 변동이 심하고 하는 일마다 실패만 당하게 된다. 어떤 일이든 뜻하는 대로 이루기 어렵겠다. 가정 운도 좋지 않다. 부모의 덕도 없고 부부 사이가 화목치 못하며 불화가 심하니 수심(愁心)만 가득하다. 건강도 길(吉)하지 못하다. 심장병 위장병 신장병에 유의 해야겠다. 뜻밖의 재화로 곤액이 많을 운이다. 특히 어린이는 물가를 조심해야 한다.
토수금,土水金,(흉),두뇌가 명석하지만 매사 불평불만이 많다. 기초 운이 불안하고 일시적인 성공은 있으나 노력에 비해 성과가 좋지 않다. 금전 운도 좋지 못하다. 손재를 자주 있겠으니 주의 해야겠다. 가정 운도 길(吉)하지 않다. 부부 사이 의견 충돌이 자주 일어나고 이별수가 있다. 건강상 부상을 당하기 쉽고 심장병 신장 질환 혈압성 질환에 유의 해야겠다. 여자는 결혼을 늦게 하고 결혼 후 사회 활동을 하는 것이 좋다.
토수수,土水水,(흉),마음이 착하고 선천 운이 양호하여 일시적인 성공이 있겠다. 그러나 길(吉)과 흉(凶)이 자주 바뀌는 운을 갖고 있다. 노력에 비해 결과가 좋지 못하고 급변 급화가 따릅니다. 뜻하는 대로 잘 이루어 지지 않다. 가정 운은 부부 사이에 의견 대립이 있지 안정하지 못하다. 안으로 수심이 많다. 건강상 심장병 관절염에 주의 해야겠고 급변 교통사고 위험이 있으니 유의 해야 한다.
금목목,金木木,(흉),노력형으로 하고자 하는 뜻은 있다. 그러나 기회를 잡지 못하고 하는 일마다 성공이 어렵다. 부모 형제의 덕이 없고 모든 일이 불안정하다. 가정 운도 없다. 부부가 합심(合心)하지 못하고 의견 대립이 심하다. 안팎으로 불길한 운이 계속 이어집니다. 건강상 신경계 질환 외상에 유의 해야 하고 돌발적인 사고에 주의 해야 한다. 특히 어린이는 교통 사고에 조심해야 한다.
금목화,金木火,(흉),활동적이고 겉으로는 양호해 보이지만 내면으로는 실속이 없다. 모든 하는 일이 급화나 급난으로 성공 발전할 수 없다. 가정적인 면도 좋지 않다. 부부 운이 불길하여 이별수가 있으며 불화가 심하다. 건강도 나빠 신경성 질환 호흡기 질환 노졸 증으로 고생하게 되거나 각종 질병으로 단명하게 되는 운이다. 특별히 건강에 신경 써야겠고 어린이는 교통 사고를 조심 해야겠다.
금목토,金木土,(흉),자존심이 강하고 의심이 많은 성격이다. 분주하게 활동 하지만 일마다 실패수가 따른다. 금전적으로도 안정치 못하여 경제적으로 많은 어려움이 있다. 가정 운도 매우 길(吉)하지 못하다. 부부 사이에 의견 대립이 심하고 가산(家産)이 줄어드는 운이다. 그 우환이 자손에게까지 이어지게 된다. 마음 고심이 심하고 처자는 생리사별(生離死別)하게 된다. 건강은 신경성 질환 심장 질환 등 병 난으로 고생하겠다. 학생은 학업 운이 없다. 일생을 불우하게 보내는 운이다.
금목금,金木金,(흉),정이 많아 다정하면서도 의심을 잘하는 예민한 성격이다. 불평과 불만이 많고 고집이 강하여 신용이 없고 일을 성사 시키기 어렵다. 금전이 따르지 않으니 경제적으로도 불안하다. 노력을 해도 결과가 좋지 않고 중도에 좌절해 버리고 맙니다. 가정적으로 부모와 형제의 덕이 없고 부부 운도 좋지 않아 이별수가 있다. 건강상 위장 장애 신경통 간 질환에 주의 해야겠다. 그리고 뇌 손상으로 단명하기 쉬운 운이니 매사 조심 해야겠다.
금목수,金木水,(흉),정이 많고 인내력이 강하여 한 번 일을 시작하면 끈기 있게 해 나가지만 운이 따르지 않는다. 혹 성공을 한다고 하더라도 뜻밖의 재난으로 몰락하게 되는 운이다. 각종 재난으로 고생이 많을 운이다. 가정적으로 화목하지 못하다. 부모의 덕이 없고 부부 사이에 별거수가 있다. 안정된 가정 생활이 어렵겠다. 건강상 신경 쇠약 호흡기 질환이나 관절염에 유의 해야 한다. 난치병으로 고생하거나 조난(遭難)으로 단명하게 되는 운이다.
금화목,金火木,(흉),대인 관계가 원만하고 여자는 풍류적이고 매력적이지만 고집이 매우 강하다. 운수가 매우 불길하여 성공을 하더라도 오래 가지 못한다. 주변에 변화가 자주 있어 생활에 안정이 없다. 가정 운도 좋지 않다. 부부 사이에 이별수가 있으며 자손 운도 불길하다. 건강상 간 기능 약화 신경성 질환 폐환에 유의하고 교통 사고에 주의 해야 한다.
금화화,金火火,(흉),성격이 급하고 허영심이 많다. 일시적으로 성공을 할 수 있지만 오래 가지 못하고 실패를 하게 된다. 부모와 형제의 덕이 없으니 기초 운이 튼튼하지 못하다. 하는 일에 순조롭지 못하고 막힘이 많다. 가정 운도 좋지 않다. 부부 사이에 불화가 많으니 화목치 못하다. 건강상으로 뇌일혈 동맥경화 혈압성 질환에 유의 해야 한다.
금화토,金火土,(흉),활발한 성격이지만 잘난 체 하는 기질을 갖고 있다. 기회가 찾아와도 찬스를 잡지 못하니 운세가 차차 기울어 지고 성공과 발전이 어렵다. 가정 운도 원만하지 못하다. 부부 사이에 성격 차이로 이별수가 있다. 안팎으로 불안한 생활이 이어진다. 건강도 좋지 않다. 심장 쇠약 폐질환 간 기능 약화로 고생하게 되는 운이다.
금화금,金火金,(흉),머리는 영리하지만 지나치게 잘난 척하고 교묘하다. 겉으로는 안정된 생활 같아 보이지만 내면적으로는 실속이 없고 곤하다. 불의의 재난이 있고 금전적으로도 안정치 못해 심적 갈등이 심하다. 가정 운도 좋지 못하다. 부부 사이에 의견 대립이 심하고 생리사별(生離死別)의 불운이다. 건강상 신경쇠약 두통 외상 폐환의 난치병으로 고생하게 되는 운이다. 건강에 각별히 신경 써야 한다.
금화수,金火水,(흉),외유내강(外柔內剛)한 성품이지만 고집스럽고 매사 불평과 불만이 많다. 기초 운이 불안하고 전체적으로 운세가 불안정하다. 뜻밖의 재난이나 급변으로 어려움이 많이 생기겠다. 재난으로 일을 마무리 짓지 못하는 일이 자주 생기게 된다. 재산과 생명에까지 위험이 있다. 가정 운도 길(吉)하지 않다. 부부 운이 없고 고독하게 지내는 삶이다. 건강상으로는 심장 뇌 위장병 순환기 계통의 질환에 유의 해야 한다.
금토목,金土木,(흉),자존심이 강하고 굽힘이 없다. 환경이 불안하고 인덕(人德)도 없다. 순조롭게 성공하다가도 불안정한 생활로 바뀌게 된다. 항상 노력하지만 실속이 없고 결실이 없다. 가정 운도 원만하지 못하다. 부모 형제의 덕이 없고 부부 사이 불화가 심하다. 일생 동안 안정된 생활을 찾기 힘 든다. 건강도 좋지 않으니 유의 해야겠다. 간과 폐 기능 약화 당뇨병에 조심해야 한다. 성명 각격(各格)중 수리가 흉(凶)이면 단명하게 되는 운이다.
금토화,金土火,(길),사교성이 풍부하다. 기초 운이 튼튼하여 목적 한 바를 얻게 되고 부귀영화(富貴榮華)를 누리게 된다. 성공과 발전이 순탄하다. 가정적으로도 안정하다. 배우자운이 좋고 자녀가 효도 한다. 그리고 그 영화(榮華)가 대대로 이어지게 된다. 건강도 매우 좋다. 단 혈압성 질환에만 유의 하면 장수하게 된다. 간혹 흉(凶)이 있을 수도 있으니 조심해야 한다.
금토토,金土土,(길),지혜가 풍부하고 노력형이다. 대인 관계가 원만하고 사회활동 또한 순조롭다. 따라서 순조롭게 성공하여 부와 명예를 얻게 된다. 인덕(人德)도 있으니 윗사람의 도움을 받게 된다. 가정도 원만하다. 부모가 화목하고 배우자운도 있어 화목한 가정을 이루게 된다. 집안의 화평(和平)이 자손까지 이어지게 된다. 심신 또한 건강하니 장수하게 되는 대길한 운이다. 성명 각격(各格)중 수리가 길(吉)로 되어 있으면 더욱 더 길(吉)한 운을 갖게 된다.
금토금,金土金,(길),매사 원만하고 적응력이 뛰어나다. 부모의 덕으로 초년부터 행복하다. 중년에는 횡재하게 되는 운이다. 순조롭게 발전하여 성공하니 어려움이 없다. 가정적으로도 매우 길(吉)하다. 부부 사이가 화목하고 부모 형제가 화합하니 행복한 가정을 갖게 된다. 자녀 또한 효도 하니 남 부러운 것이 없게 된다. 평생 동안 행복한 생활을 누리겠다. 정치 경제 문화계로 진출하면 크게 성공한다. 건강도 좋으니 장수하게 된다.
금토수,金土水,(흉),활발한 성격이지만 매사 급한 면이 있다. 일시적인 부를 얻을 수 있겠으나 돌발적인 재난 조난으로 실패하게 된다. 인덕(人德)이 없다. 집과 직업도 자주 바뀌고 주위 환경이 안정하지 못하다. 금전적으로도 안정치 못하며 심인 불안한 생활을 계속하게 된다. 가정적으로도 안정치 못하다. 부부 사이에 의견 대립이 심하고 자식 덕도 없다. 건강도 원만치 못하다. 신장 계통의 질환 관절염 심장 질환에 유의 해야 한다. 어린이는 외상을 입을 수 있으니 신경 써야겠다.
금금목,金金木,(흉),성격이 지나치게 예민하고 고집이 강하다. 크게 성공할 수 있지만 기초가 불안하고 내적으로 실속이 없어 실패하게 된다. 경제적으로도 불안정하여 재산에 손실을 가져오고 매사 일을 성사 시키기 어렵다. 수심(愁心)이 많을 운이다. 가정적으로도 불길한 운이다. 부부 사이가 원만하지 못하고 자손 덕이 없으며 자녀가 불효한다. 건강도 좋지 못해 신경 쇠약 폐환 두통 외상 혈압성 질환으로 고생하게 된다. 성명 각격(各格)중 수리가 흉(凶)이면 반신불수가 되는 매우 좋지 못한 운이다.
금금화,金金火,(흉),성격이 고집이 강하고 급한 편이다. 의지가 약하며 독단적인 면이 있다. 대인 관계가 원만하지 못하고 인덕(人德)이 없다. 내실이 불안하여 실패만 거듭하게 된다. 일시적인 성공이 있더라도 뜻밖의 재난으로 실패하고 만다. 금전적인 운도 따르지 않아 경제적으로도 고달픈 신세이다. 가정 운도 좋지 않다. 부부 사이에 불화가 자주 생기고 생리사별(生離死別)하게 되는 운이다. 자식 덕 또한 없다. 항상 과로하고 심신이 편한 생활은 어렵겠다. 심장병 간 질환에 유의해야 하고 운전도 조심해야 한다.
금금토,金金土,(길),머리가 명석하고 성격은 강하다. 순조롭게 성공하여 뜻한 바를 이루게 된다. 크게 성공하여 부와 명예를 얻을 수 있다. 가정 운도 행복한 운이다. 부부 운이 좋아 좋은 인연을 만나게 되고 화목한 가정을 이룰 수 있다. 심신이 평안하여 건강도 좋으니 장수하게 된다. 성명 각격(各格) 수리가 길(吉)하면 발전이 빠르게 작용된다. 그러나 불길하면 의외의 재화가 발생하게 되고 질병이나 살상 조난으로 단명하게 된다.
금금금,金金金,(흉),재능이 뛰어 나지만 융통성이 부족하여 잘난 체 하는 기질이 있다. 성공 운은 따르지 않는다. 다른 사람으로부터 비난을 받을 수 있으니 항상 언행(言行)을 조심해야 한다. 삶에 고난과 역경이 많아 좌절하거나 실패하는 일이 많다. 금전 운도 좋지 않아 경제적으로도 많은 어려움이 생긴다. 가정 운도 길(吉)하지 못하다. 가족이 서로에게 불평과 불만이 많고 처자 생리사별(生離死別)하게 되는 운이다. 자녀도 불효한다. 건강도 좋지 못해 신경성 질환 당뇨병 간 경화에 신경 써야 한다. 급변 급사가 항시 도사리고 있으니 주의 해야 한다.
금금수,金金水,(길),의지가 강하고 외유내강(外柔內剛)한 성품이다. 기초가 튼튼하니 성공 운이 순조롭다. 사회적으로 이름을 널리 알리겠다. 가정 운도 좋은 운이다. 부부 사이 다정다감하고 화합이 잘 이루어 지며 자손 운 또한 좋다. 전체적으로 안정된 운이다. 그러나 성명 각격(各格)중 수리 구성이 흉(凶)이면 급변 몰락으로 큰 재난을 겪게 되고 가족과 이별하게 되거나 단명하게 되는 액운이다.
금수목,金水木,(길),온화한 성격에 재능이 뛰어 나다. 조상이나 윗 어름의 도움으로 큰 노력 없이 성공이 순조롭다. 성공 발전하여 부와 명예를 얻게 된다. 가정 운도 안정적이다. 배우자운이 좋아 건실한 상대를 만나게 되고 형제간에도 우애가 깊다. 만사형통(萬事亨通)하는 운을 가졌다. 건강도 나쁘지 않으니 심장 쇠약만 주의하면 장수하게 된다. 그러나 성명 각격(各格)중 수리가 흉(凶)이면 자손이 불효하고 위장병 신장병 폐환으로 단명하게 되는 운이다.
금수화,金水火,(흉),노력형으로 뛰어난 재능을 갖추었으나 예민한 성격에 신경질적인 면이 있다. 성공 발전이 오래 가지 못하고 차츰 기울어지는 운이다. 금전 운도 좋지 못하고 경제적 어려움을 겪게 된다. 가정 운 역시 길(吉)하지 못하다. 가족 서로간에 갈등이 생기고 가족 상별 하게 되는 운이다. 건강상 심장병 혈압성 질환 신경성 질환으로 고생하거나 단명하게 되는 운이니 유의 해야 한다.
금수토,金水土,(흉),의지가 강하여 굽힘이 없으나 고집이 강하다. 겉으로는 안정된 것 같으나 내면으로 실속이 없다. 의외의 성공이 있더라도 속이 비어 있으니 점점 기울어 지는 운세이다. 금전 운이 따르지 않아 경제적으로도 고통이 많다. 가정적으로도 불안하다. 부부 사이에 화합이 이루어지지 않으며 이별 수까지 있다. 자식도 불효한다. 건강상 폐질환 순환기계 질환 관절염으로 고생하게 되는 운이니 유의 해야 한다.
금수금,金水金,(길),명랑하고 쾌활한 성격으로 사교성이 원만하다. 윗사람의 도움으로 크게 성공한다. 사회적으로 안정되고 크게 출세하여 뜻한 바를 어렵지 않게 이룹니다. 가정적으로도 매우 길(吉)하다. 배우자운이 좋아 부부 사이가 행복하고 자손이 번영하니 가정이 화평하게 된다. 안팎으로 부귀공명(富貴功名)을 얻게 된다. 건강도 좋아 무병장수(無病長壽)하게 되는 운이다.
금수수,金水水,(길),활발하고 명랑하여 사교성도 좋다. 기초 운 또한 튼튼하여 순조롭게 발전 성공한다. 부와 명예를 함께 얻게 된다. 윗사람의 도움도 있으니 어려움이 없겠다. 가정 운도 길(吉)하다. 부부 사이가 화목하고 금슬이 좋으며 자손 덕도 보아 일생을 행복하게 보내게 된다. 그러나 성명 각격(各格)중 수리가 흉(凶)이면 후반기에 수액(水厄)이 있다. 조난을 당하거나 단명하게 되는 운이다.
수목목,水木木,(길),외유내강(外柔內剛)한 성격에 노력형이다. 기초 운이 튼튼하여 처음에는 어려움이 따르더라도 점차 나아지니 성공 발전하게 된다. 조상이나 웃어른의 도움도 따르겠다. 능성대업(能成大業)하니 권위(權威)와 재복(財福)이 항시 따른다. 가정 운도 복되다. 착실한 상대를 만나게 되고 자녀까지 영달하게 된다. 자손 덕까지 볼 수 있으니 한 평생 행복한 생활을 누린다. 건강도 좋아 장수하게 된다. 전문직으로 진출하면 크게 성공하게 된다.
수목화,水木火,(길),감수성이 예민하고 이해력이 많으며 의지 굳은 사람으로 노력형이다. 성공 운이 순조롭고 윗사람의 도움도 있겠으니 별 어려움은 없겠다. 만사가 순탄한 운이다. 가정 운도 비교적 좋다. 부부 사이가 화목하고 자손 운도 좋아 영리한 자손을 얻게 된다. 매사 평탄한 삶이다. 건강은 약간 좋지 못하므로 유의 해야겠다.
수목토,水木土,(길),온화한 성품에 이해심이 풍부하다. 감성 또한 풍부하며 기초 운이 튼튼하여 순조롭게 성공할 수 있다. 전체적으로 운세가 평탄하다. 가정 운도 길(吉)하다. 부부 사이 금슬이 좋고 화목한 가정이다. 자손 역시 효도하며 명성을 세상에 떨치게 된다. 심신도 건강하다. 평생 큰 재앙 없이 행복하게 지낼 수이다.
수목금,水木金,(흉),온순한 성품이지만 신경이 과민하다. 부모의 덕이 있어 일시적으로 성공하고 겉으로는 순조롭게 보이지만 안으로 실속이 없고 오랫동안 성공을 유지하지 못한다. 모든 일이 중도에 실패하거나 좌절하게 된다. 금전적으로 고생이 있으며 상승하지 못하는 운이다. 가정 운도 길(吉)하지 못하다. 부부 사이 화합하지 못하고 자녀 때문에 걱정이 생기게 되니 홀로 고독한 생활을 하게 된다. 특히 여자는 남편 덕이 없다. 건강도 좋지 않아 간장 질환 두통 신경성 질환 심장 질환 관절염으로 고생하게 되니 유의해야 한다. 특히 어린이는 교통 사고를 주의 해야 한다.
수목수,水木水,(길),감수성이 풍부하고 머리가 명석하다. 노력을 많이 하여 목적한 바를 이루게 된다. 부귀공명(富貴功名)하게 된다. 가정적으로도 길(吉)하다. 부모와 형제의 덕이 있고 부부 사이에 화합이 이루어집니다. 자손 또한 영화(榮華)롭다. 초년은 어려움이 있으나 중년 이후에 크게 성공을 이루게 되는 운이다. 건강상 당뇨병만 신경 쓰면 별다른 질병은 없겠다. 그러나 성명 각격(各格)중 수리가 흉(凶)이면 불의의 재난이 따른다.
수화목,水火木,(흉),친절한 면이 있지만 조급한 성격에 신경이 예민하다. 기초가 안정되어 일시적인 성공은 있겠으나 중도에 몰락하게 된다. 생활에 안정이 없고 역경이 많다. 인덕(人德)이 없고 좋지 않은 일이 자주 발생한다. 가정 운도 기대할 수 없다. 부모 형제의 덕이 없고 부부 사이 의견이 맞지 않다. 가정에 화목이 없다. 건강도 좋지 못하다. 신경성 질환 심장 질환 뇌일혈 자살 등으로 단명하게 되는 운이다.
수화화,水火火,(흉),정직한 면을 갖고 있으나 조급한 성격에 신경질을 잘 부리는 단점이 있다. 끈기가 부족하여 모든 일에 시작은 잘해도 끝은 마무리 짓지 못하니 성공이 없다. 일시적인 성공이 있더라도 재화가 생겨 실패하게 된다. 가정 운도 불길하다. 부부 사이 대립이 끊이지 않고 부모의 덕이 없고 자식을 잃게 되는 운도 있다. 건강도 좋지 못하다. 신경성 질환 심장병 순환기 계통의 질환에 조심 해야 한다.
수화토,水火土,(흉),예민한 성품에 급한 성격을 갖고 있어 끈기가 부족하다. 처음은 기초가 튼튼하여 일시적인 성공이 있을 수 있으나 불행한 운이니 중도에 실패하게 되거나 불의의 재화를 당하게 된다. 생활의 안정이 없으니 직업이나 주거의 변동이 심하다. 돌발적인 사고나 재난이 항시 따릅니다. 가정 운도 좋지 않다. 부부 사이 정이 없고 생리사별(生離死別)하고 자식 운도 없다. 건강상 심장 질환 신경성 질환 당뇨병에 유의 해야 한다. 급난 급사의 염려도 있다.
수화금,水火金,(흉),신경이 예민하고 조급한 성격을 갖고 있다. 노력을 하지만 안으로 실속이 결여되어 있다. 매사 장애와 고난이 따르는 운이다. 주위 사람으로부터 구설수가 우려된다. 가정 운도 좋지 않다. 부모 형제의 덕이 적고 부부 사이에 불화가 많다. 자손 덕 또한 기대하기 어렵다. 심신이 편하지 않으니 건강도 좋을 리가 없다. 신경성 질환 심장 질환 관절염에 주의 해야겠다.
수화수,水火水,(흉),조급한 성격에 잘난 체 하는 기질이 있다. 성공 운이 없어 매사 되는 일이 없고 생활에 곤고가 많다. 평생을 고생하다 불행하게 세상을 마치기 쉽다. 가정 운도 좋지 않다. 부모 형제의 덕이 없고 부부 사이 생리사별(生離死別)하게 되는 운이다. 건강도 좋지 못하다. 신장병 신장 질환 신격 계통의 질환 위장병으로 고생하거나 단명하기 쉽다. 각별히 신경 쓰도록 해야 한다.
수토목,水土木,(흉),감수성이 예민하고 편견적이며 허영심이 많다. 기초 운이 부족하고 환경이 불안정하다. 여러 장애가 자주 따르고 일시적인 성공은 있으나 실패를 거듭하게 된다. 인덕(人德)도 기대하기 힘듭니다. 가정 운 또한 길(吉)하지 못하다. 부부 사이에 불화와 이별수가 있다. 삶을 살아가는데 어려움이 많이 따르고 수심이 가득하다. 건강도 좋지 못하다. 기관지 계통 질환 간질환 위장병에 유의 해야 한다. 성명 각격(各格)중 수리 구성이 흉(凶)으로 되어 있으면 여자는 결혼을 늦게 하는 것이 좋다.
수토화,水土火,(흉),재지(才智)가 뛰어 나고 자존심이 강하며 허영심이 많다. 기초 운이 안정되어 잠시 성공의 길을 가게 되지만 오래 가지 못하고 실패를 하게 된다. 금전 운이 좋지 않아 경제적으로도 불안하다. 직업과 주거의 변화가 많으니 생활에 안정이 없다. 가정 운도 좋지 않다. 부모와 형제의 덕이 없고 부부 사이에 화목치 못하니 가정이 불행하다. 건강도 좋지 않다. 신경성 질환 신장 질환 위장병에 유의 해야 하고 급변이나 단명의 위험도 있다.
수토토,水土土,(-),허영심이 있고 자존심이 강하지만 활발하지 못하고 소극적이다. 충실히 노력하여 약간의 성공은 있겠으나 운수가 불길하다. 노력한 만큼의 대가는 얻지 못하고 발전이 없다. 금전 운이 적어 경제적으로 어려움이 생기고 인덕(人德)이 없어 운세가 따르지 않는다. 가정 운도 기대할 수 없다. 부부 사이 불화가 많고 가족이 분산되는 일이 생긴다. 고독한 운을 가졌다. 건강상 위장병 신경성 질환 간 기능 약화 등에 유의 해야 한다.
